	filename	sentence_nr	sentence	matches	sentence_density	paragraph_density
306191	Mirabeau_Conversion	1779	la bouche très-fraîche, des dents que le pain de seigle rend fort blanches ;	3	0.214285714285714	0.131147540983607
160035	Genlis_Chevaliers	7999	L'infortuné page, fondant en pleurs, court se récipiter aux genoux de son maître;	3	0.214285714285714	0.034901365705615
126036	Ducray_Cinquante	3265	même que chez M. d'Eranville, tu nommais le petit Briceval ton petit mari?	3	0.214285714285714	0.031690140845071
404950	Rousseau_Emile	5610	Mon petit naturaliste enorgueilli veut babiller, mais sur-le-champ je lui ferme la bouche, etamp;	3	0.214285714285714	0.033898305084746
359306	Retif_AntiJustine	4184	ses cuisses grêles n'étaient distinguées de ses jambes que par d'énormes genoux.	3	0.214285714285714	0.122222222222222
387016	Riccoboni_LettresFanni	1363	Quand pourrai-je te presser contre mon sein, reposer ma tête sur le tien?	3	0.214285714285714	0.039325842696629
202685	Lagrave_Sophie	1286	Il me dit d'une voix basse et émue: Je suis bien heureux, Madame;	3	0.214285714285714	0.040064102564103
359086	Retif_AntiJustine	3964	Il leva la tête, et je vis un basané d'une fort belle figure.	3	0.214285714285714	0.120192307692308
437016	Sacy_Amours	243	sa tête brillait inutilement des fleurs les plus belles, Mirtil en était peu touché.	3	0.214285714285714	0.037931034482759
159488	Genlis_Chevaliers	7452	Ce discours si tendre pénétra le cœur d'Olivier de la plus profonde réconnaissance.	3	0.214285714285714	0.051554207733131
373594	Retif_Paysanne	12994	tu vois là le plus beau des enfants, quand il était à ton âge ;	3	0.214285714285714	0.033387622149837
358364	Retif_AntiJustine	3242	Sa figure hideuse et basse fit sourire mon père, dont elle calma la jalousie.	3	0.214285714285714	0.068702290076336
385280	Riccoboni_LettresAdelaide	3720	Le parti où elle prétend s' arrêter, est fort noble, fort généreux sans doute;	3	0.214285714285714	0.040983606557377
357820	Retif_AntiJustine	2698	tu mettras les vits dans le con et dans le cul de ta femme ;	3	0.214285714285714	0.075757575757576
374171	Reveroni_Pauliska	415	Un énorme baudet, en robe noire, et la sonnette au col, siégeait au fauteuil ;	3	0.214285714285714	0.051194539249147
155792	Genlis_Chevaliers	3756	On s'attendait à voir paraître un vénérable vieillard, avec une longue barbe blanche.	3	0.214285714285714	0.04932735426009
131000	Dulaurens_Imirce	3580	ne vous découragez pas, ô grand Chaumeix Montrez hardiment votre petit poing aux philosophes ;	3	0.214285714285714	0.03421052631579
155276	Genlis_Chevaliers	3240	et depuis cet instant mes yeux n'ont point rencontré ton doux regard! ...	3	0.214285714285714	0.035428571428572
357793	Retif_AntiJustine	2671	» La petite fut gamahuchée par le vieux singe, puis pommadée par sa mère.	3	0.214285714285714	0.0625
161938	Genlis_Chevaliers	9902	il prononce d'une voix éteinte les noms chéris de Célanire et de Béatrix...	3	0.214285714285714	0.04552590266876
384174	Riccoboni_LettresAdelaide	2614	tendre et mélancolique, un peu sombre, un peu taciturne, vous aimez à vous affliger;	3	0.214285714285714	0.13953488372093
407381	Rousseau_Emile	8041	l'âme, aussi débile que le corps, n'a que des fonctions faibles etamp;	3	0.214285714285714	0.033096926713948
356745	Retif_AntiJustine	1623	Mais en retombant, le frottement serré du con velouté le fit décharger avec ravissement...	3	0.214285714285714	0.072289156626506
153055	Genlis_Chevaliers	1019	il appuya sa bouche sur cette main glacée, et la baigna de pleurs! ...	3	0.214285714285714	0.090909090909091
206831	Lagrave_Zabeth	1173	deux grosses lèvres épaisses, et preque toujours ouvertes, laissaient voir les plus vilaines dents;	3	0.214285714285714	0.154639175257732
205807	Lagrave_Zabeth	149	Cette aimable enfant avait passé ses petits bras autour du col de sa tante;	3	0.214285714285714	0.042105263157895
128605	Dulaurens_Imirce	1185	---Pour être plus agréable à notre père commun.---Écoute, si tu te crevais les yeux pour ne point voir ta belle voûte, serais-tu agréable à ton maître?---Non, assurément ;	6	0.214285714285714	0.048837209302326
104799	Diderot_Religieuse	3305	elle me relevait la tête avec les mains, et m'invitait à la regarder ;	3	0.214285714285714	0.068259385665529
425697	Rousseau_Julie	6345	Le coloris des joues est trop près des yeux, et ne se fond pas délicieusement en couleur de rose vers le bas du visage comme sur le modèle.	6	0.214285714285714	0.097165991902834
186701	LaPlace_Collection	1421	et crois que je mourrai contente, en mourant de la main de mon époux.	3	0.214285714285714	0.089285714285714
49545	Bernardin_Paul	1272	elle les surprenait souvent couchés dans le même berceau, joue contre joue, poitrine contre poitrine, les mains passées mutuellement autour de leurs cous, et endormis dans les bras l'un de l'autre.	7	0.212121212121212	0.076923076923077
357889	Retif_AntiJustine	2767	m'écriai-je, que Minonne lui chatouille le haut de la motte, la douce main de Connette les couilles du cruel pourfendeur, et moi je chatouillerai les pieds délicats de la belle enconnée.	7	0.212121212121212	0.071428571428572
308188	Mirabeau_Rideau	729	Je paraissais d'une blancheur éblouissante, mes petits tétons, si jeunes encore, s'élevaient sur mon sein comme deux demi-boules parfaitement rondes, relevées de deux petits boutons d'une couleur de chair rose;	7	0.212121212121212	0.096296296296296
319906	Nerciat_Aphrodites	2482	Elle produit en même temps une bonbonnière d'écaille blonde à cercles d'or étoilée, sur le couvercle de laquelle est fort bien peinte une figure bizarre, horriblement camarde, avec de gros yeux ronds et une large bouche.	8	0.210526315789474	0.210526315789474
356741	Retif_AntiJustine	1619	-tu jamais percé con ou con qui vaille le con, le conichet de ma céleste, de cette divine putain ?	4	0.210526315789474	0.072289156626506
129222	Dulaurens_Imirce	1802	Ton monde n'est qu'un grand animal, et les hommes, l^s poils de derrière de cet énorme animal.	4	0.210526315789474	0.055299539170507
129193	Dulaurens_Imirce	1773	tes vertus aplaniront tes rides, et plus ton corps sera maltraité par le temps, plus je verrai ton âme.	4	0.210526315789474	0.06312292358804
377173	Reveroni_Pauliska	3417	lorsqu'on leva son voile, des cheveux blonds bouclés retombant sur ses épaules, un teint éblouissant, des yeux noirs, contrastant avec ce teint et cette chevelure, donnèrent à sa physionomie un mélange de sensibilité et de volupté ravissant.	8	0.210526315789474	0.093922651933702
305302	Mirabeau_Conversion	890	et comme j'avais ralenti son feu, ce n'était plus qu'un petit être fort plat, fort monotone.	4	0.210526315789474	0.055555555555556
311266	Morelly_Naufrage	420	au sein, dis-je, d'une vaste Plage, toujours calme, exempte de funestes écueils, est un Continent riche etamp;	4	0.210526315789474	0.074074074074074
307121	Mirabeau_Conversion	2709	une irrégularité piquante, des cheveux gros comme le bras, et qui lui descendent jusqu'aux pieds : voilà son portrait.	4	0.210526315789474	0.166666666666667
15672	Arnaud_Sentiment	29	la dignité même de l'âme éclatait sur son front ingénu, et la pudeur colorait ses joues de rose;	4	0.210526315789474	0.062068965517241
420238	Rousseau_Julie	886	la bouche de Julie… se poser, se presser sur la mienne, et mon corps serré dans tes bras!	4	0.210526315789474	0.071428571428572
305431	Mirabeau_Conversion	1019	Vous électrisez la nature... (Elle s'électrise, pardieu, son front se colore, ses yeux brillent, sa main tremble...	4	0.210526315789474	0.036842105263158
151088	Genlis_Adele	11521	La pauvre petite a éprouvé aujourd'hui un grand chagrin, elle avait un petit chat blanc qui faisait ses délices.	4	0.210526315789474	0.036866359447005
125599	Ducray_Cinquante	2828	-tu sortir de ta tombe pour partager la douce ivresse de ta veuve inconsolable!--Madame....--Appelle-moi ta mère, Jeannette;	4	0.210526315789474	0.073394495412844
437242	Sacy_Amours	469	sans lui répondre, fait briller à ses yeux le magnifique hautbois qu'il reçut des mains de l'Amour;	4	0.210526315789474	0.049019607843137
137390	Florian_Galatee	910	ses longues paupières étaient humides: Fabian, me dit-elle d'une voix faible, tu feras mes adieux à Timbrio;	4	0.210526315789474	0.036529680365297
214242	Leonard_Lettres	2083	J'honore les vieux soldats: il y a dans leurs visages ridés, je ne sais quoi de vénérable etamp;	4	0.210526315789474	0.040118870728083
59430	Cazotte_Ollivier	513	innocence, l' air de fraîcheur, le duvet de l' enfance, une paupière ombrageant de grands yeux noirs comme geai, coupés comme l' amande, taille entre deux, ni petite, ni grande, légère, aisée, en un mot faite au tour;	8	0.210526315789474	0.047770700636943
438375	Sade_120	605	Elle a 48 ans, grands restes de beauté, beaucoup de fraîcheur, le plus beau cul qu'on puisse avoir.	4	0.210526315789474	0.206896551724138
48894	Bernardin_Paul	621	Sa pudeur, son amour, son courage, sa figure céleste, font de ce magnifique dessin un chef-d'œuvre achevé.	4	0.210526315789474	0.049773755656109
105203	Diderot_Religieuse	3709	... » Et en prononçant ces derniers mots, elle me regarda de bas en haut avec des yeux déjà humides ;	4	0.210526315789474	0.059405940594059
63090	Charriere_Femmes	575	quant à sa taille, elle ne savait qu'en dire, Mme de Vaucourt est fort petite et fort maigre;	4	0.210526315789474	0.080402010050251
437859	Sade_120	89	le duc avait cinq pieds aux épaules, des membres d'une force et d'une énergie, des articulations d'une vigueur, des nerfs d'une élasticité, joignez à cela une figure mâle et fière, de très grands yeux noirs, de beaux sourcils bruns	9	0.209302325581395	0.054570259208731
99537	Diderot_Neveu	344	Cependant j'irais avec ce visage défait, ces yeux égarés, ce cou débraillé, ces cheveux ébouriffés, dans l'état vraiment tragique où vous voilà.	5	0.208333333333333	0.080213903743316
95313	Diderot_Jacques	4157	» Et en parlant ainsi elle souriait, et en souriant, elle passait sa main sur le visage de Jacques, et lui serrait le nez...	5	0.208333333333333	0.119047619047619
95421	Diderot_Jacques	4265	» Pendant qu'il parlait ainsi, elle était restée le visage caché dans ses mains, et la tête appuyée sur les genoux du marquis ;	5	0.208333333333333	0.031914893617021
135159	Florian_Estelle	1274	Après elles, à un long intervalle, viennent les grands et fort beliers, dont on a découpé la toison pour la peindre de couleurs diverses.	5	0.208333333333333	0.060240963855422
294673	Merard_Bergeries	921	les couleurs de son teint prennent un nouvel éclat, ses yeux sont plus vifs, et ses lèvres ne sont plus qu'à demi fermées.	5	0.208333333333333	0.071428571428572
242963	Lesuire_Crime	8201	j'ai aperçu, dans toi, un caractère, à travers les roses les lys de ton joli teint, toutes les grâces de ta charmante figure.	5	0.208333333333333	0.1
21374	Arnaud_Sentiment	5731	Un voile détaché, des cheveux blonds épars, le front de la beauté même, couvert des ombres de la mort, ces yeux enchanteurs, dont Archambaud avait tant éprouvé la puissance, fermés à la lumière, de longues paupières noires, couchées sur un teint que la pâleur rendait encore plus intéressant!	10	0.208333333333333	0.117021276595745
458290	Sade_Infortunes	863	Cornélie avait environ seize ans, elle était blonde, l'air très intéressant, de beaux cheveux, une peau éblouissante et la plus belle taille possible ;	5	0.208333333333333	0.085836909871245
129723	Dulaurens_Imirce	2303	---Comment, petite fille, répondis-je à l'hôtesse d'un ton un peu haut, vous êtes une insolente de me traiter do petite fille;	5	0.208333333333333	0.046808510638298
437955	Sade_120	185	que l'odeur même de la rose. Elle avait la gorge pleine, fort ronde, de la blancheur et de la fermeté de l'albâtre.	5	0.208333333333333	0.058554138043834
335468	Nerciat_Felicia	5475	D'ailleurs le maintien du drôle était encore plus hypocrite, ses yeux plus pénitents, plus faux, ses reins plus souples, plus exercés aux courbettes.	5	0.208333333333333	0.048275862068966
137238	Florian_Galatee	758	J'osai regarder ce visage céleste, cette taille charmante, ces yeux si tendres dont l'éclat était tempéré par une légère empreinte de mélancolie;	5	0.208333333333333	0.057971014492754
304809	Mirabeau_Conversion	397	Sa figure est un ovale renversé, une perruque artistement mêlée avec un reste de cheveux reteints en noir, en ombrage la pointe, des yeux rouges et qui louchent pour se donner un regard en coulisse, une bouche énorme, mais que Bourdet a fort bien meublée ; du blanc, du rouge, du vermillon, du bleu, du noir, arrangés avec un art, une symétrie que des yeux connaisseurs et un odorat exercé peuvent seuls découvrir.	15	0.208333333333333	0.173913043478261
2358	Anonyme_Etourdi	479	ignorant que ses larges épaules, son grand nez, et ses beaux cheveux, étaient autant de sources à sincope, la crut réellement évanouie, et s'empressa d'appeler du secours !	6	0.206896551724138	0.037037037037037
328041	Nerciat_Etourdi	479	ignorant que ses larges épaules, son grand nez, et ses beaux cheveux, étaient autant de sources à sincope, la crut réellement évanouie, et s'empressa d'appeler du secours !	6	0.206896551724138	0.037037037037037
381808	Riccoboni_LettresAdelaide	248	un son de voix si doux, de si beaux cheveux! L' air si fin, le rire si agréable! ... mon ami, une femme sensée devrait lui fermer sa porte;	6	0.206896551724138	0.044854881266491
474124	Segur_Correspondance	5404	L'esprit a de grands avantages sur le corps: cependant ce corps fournit souvent de petits goûts qui se réitèrent, et qui soulagent l'âme de ses tristes réflexions.	6	0.206896551724138	0.033003300330033
129281	Dulaurens_Imirce	1861	en Allemagne, une gorge qui commence cinq doigts plus bas, qui finit cinq doigts plus bas que les gorges ordinaires, et soixante-deux quartiers de noblesse extasient un baron westphalien.	6	0.206896551724138	0.116071428571429
360561	Retif_AntiJustine	5439	La première fois que je vis la voluptueuse Beauxtalons, elle était en déshabillé brun, bas fins de coton, souliers de maroquin noir, talons plus hauts que ceux de Conquette.	6	0.206896551724138	0.101694915254237
331334	Nerciat_Felicia	1341	une bouche plate, un nez aquilin et un menton pointu, qui semblaient regretter de ne pouvoir se baiser, donnaient au personnage une physionomie folle, mais spirituelle et passablement bonne ;	6	0.206896551724138	0.148514851485149
105424	Diderot_Religieuse	3930	---Jamais vous n'avez pensé à promener vos mains sur cette belle gorge, sur ces cuisses, sur ce ventre, sur ces chairs si fermes, si douces et si blanches ?	6	0.206896551724138	0.206896551724138
357549	Retif_AntiJustine	2427	Tenez, ma pommade est là... et voici du beurre.---Gardons ce beurre frais pour vous, belle dame, aussi belle au cul et au con qu'au visage », reprit Traitdamour.	6	0.206896551724138	0.070063694267516
447430	Sade_Aline	5155	ses yeux, plus tendres que vifs, très-grands et d’un bleu foncé, semblent exprimer à tout instant l’amour le plus délicat et le sentiment le plus voluptueux;	6	0.206896551724138	0.09726443768997
464940	Sade_Philosophie	33	il est grand, d'une fort belle figure, des yeux très vifs et très spirituels, mais quelque chose d'un peu dur et d'un peu méchant se peint malgré lui dans ses traits ;	7	0.205882352941176	0.112244897959184
356805	Retif_AntiJustine	1683	Nos moines ont mangé, sans le savoir, son cul, ses fesses, ses mollets, ses pieds, ses bras, ses mains, ses épaules, son cœur, son foie, etc... Tous, eux et moi, nous avons la vérole !	7	0.205882352941176	0.107594936708861
